AZ_Pyrrolamides_features_final
Molecule SMILES,SAU Gyr IC50 (礛),MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,FpDensityMorgan2,BalabanJ,BertzCT,HallKierAlpha,Ipc,Kappa3,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState10,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,RingCount,MolLogP,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_alkyl_halide,fr_amide,fr_aniline,fr_aryl_methyl,fr_ester,fr_ether,fr_halogen,fr_methoxy,fr_piperdine,fr_pyridine,fr_thiazole,f_2,f_8,f_11,f_13,f_14,f_41,f_72,f_78,f_92,f_111,f_116,f_117,f_118,f_131,f_140,f_141,f_142,f_143,f_146,f_147,f_161,f_162,f_186,f_191,f_197,f_213,f_217,f_219,f_236,f_242,f_257,f_265,f_266,f_289,f_296,f_298,f_309,f_319,f_339,f_345,f_350,f_355,f_358,f_361,f_378,f_387,f_389,f_390,f_394,f_400,f_419,f_456,f_464,f_486,f_496,f_497,f_516,f_526,f_527,f_546,f_552,f_561,f_563,f_564,f_571,f_583,f_586,f_587,f_592,f_612,f_642,f_656,f_667,f_668,f_675,f_692,f_693,f_695,f_697,f_699,f_708,f_711,f_715,f_718,f_725,f_728,f_734,f_743,f_744,f_745,f_756,f_766,f_769,f_773,f_798,f_804,f_806,f_807,f_810,f_811,f_823,f_833,f_839,f_841,f_843,f_850,f_855,f_870,f_873,f_875,f_894,f_906,f_911,f_921,f_931,f_932,f_937,f_940,f_950,f_957,f_967,f_980,f_989,f_1005,f_1011,f_1014,f_1015,f_1022,f_1028,f_1032,f_1034,f_1053,f_1060,f_1066,f_1071,f_1077,f_1088,f_1099,f_1101,f_1126,f_1132,f_1136,f_1145,f_1150,f_1152,f_1160,f_1163,f_1164,f_1175,f_1178,f_1179,f_1181,f_1182,f_1185,f_1219,f_1221,f_1225,f_1236,f_1238,f_1242,f_1256,f_1257
Cc1c(cc([nH]1)C(=O)NC2CCN(CC2)c3ccc(cn3)C(=O)N)Br,2.59,12.298360171343400,-0.47994373896464800,0.08686471193415610,0.722390326465775,406.28400000000000,0.2674575460116550,-0.3655506206052130,1.36,2.08,1.5434135386451500,759.3359364790240,-2.35,530736.5020919210,4.011450581775470,20.9343443329662,11.51179077268350,0.0,5.907179729351510,5.907179729351510,0.0,9.589074368143640,4.9839785209472100,0.0,0.0,0.0,53.894425548876800,35.494844723267100,5.563451491697000,9.589074368143640,33.562166134487400,15.284745645900700,5.733667477162190,25.807221274690600,17.98942254267560,45.81997177422420,0.0,15.950365812019000,5.817862777835030,15.929943897949300,40.91367014157050,0.0,6.923737199690620,39.38202509538960,28.86866429283030,0.0,0.0,104.11,5.907179729351510,9.589074368143640,11.949020558499500,11.257379486545500,41.91566634619310,6.196843571613080,18.19910120538480,6.923737199690620,36.11459927470060,5.733667477162190,0.0,0.900880982660384,55.44565438197990,0.35294117647058800,4.0,7.0,1.0,1.0,0.0,2.0,2.0,4.0,8.0,4.0,3.0,1.9783200000000000,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Cc1c(cc([nH]1)C(=O)NC2CCN(CC2)c3cc(ccn3)C#N)Br,2.48,12.288284694502200,-0.07698808369894210,0.07698808369894210,0.8470328613618620,388.269,0.26745754601165500,-0.3564298348144840,1.4583333333333300,2.2083333333333300,1.5674240392256600,767.0188567476370,-2.33,372382.5153659950,3.595229445039980,15.200676855804000,11.51179077268350,0.0,0.0,5.907179729351510,0.0,4.794537184071820,4.9839785209472100,5.261891554738490,0.0,0.0,53.894425548876800,35.494844723267100,11.63267280448930,4.794537184071820,27.65498640513590,15.284745645900700,0.0,25.807221274690600,17.98942254267560,45.81997177422420,6.069221312792270,10.216698334856800,5.817862777835030,15.929943897949300,35.00649041221900,0.0,18.254850067221400,34.58748791131780,28.86866429283030,0.0,0.0,84.81,0.0,4.794537184071820,11.949020558499500,11.257379486545500,41.91566634619310,0.0,24.395944776997900,6.923737199690620,42.183820587492800,5.261891554738490,0.0,0.9082576749546590,51.267838690758400,0.35294117647058800,2.0,6.0,1.0,1.0,0.0,2.0,2.0,4.0,7.0,3.0,3.0,2.751100000000000,0.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Cc1c(cc([nH]1)C(=O)NC2CCN(CC2)c3ccc(cn3)C(F)(F)F)Br,2.46,12.601607713099700,-4.380982342002120,0.023685174687158900,0.775459424629226,431.256,0.41739151430559600,-0.3564672244036330,1.3461538461538500,2.0384615384615400,1.5458294805458300,760.7959423742710,-2.0300000000000000,684653.7892419820,4.1984354550862600,15.200676855804000,11.51179077268350,0.0,0.0,5.907179729351510,6.176298517443480,4.794537184071820,4.9839785209472100,13.171245143024500,0.0,0.0,53.894425548876800,35.494844723267100,5.563451491697000,17.96578232709630,27.65498640513590,15.284745645900700,0.0,31.98351979213410,17.98942254267560,45.81997177422420,0.0,10.216698334856800,18.98910792085950,15.929943897949300,35.00649041221900,6.176298517443480,6.923737199690620,34.58748791131780,28.86866429283030,0.0,0.0,61.02,11.73975000914050,17.96578232709630,11.949020558499500,37.44294683036070,22.42985815075560,6.06636706846161,6.06636706846161,11.823646930541100,31.2146895438501,0.0,0.0,38.65745960192920,30.310596306692600,0.4117647058823530,2.0,5.0,1.0,1.0,0.0,2.0,2.0,3.0,9.0,3.0,3.0,3.898220000000000,0.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
c1c(sc(n1)N2CCC(CC2)NC(=O)c3c(c(c([nH]3)C#N)Cl)Cl)C(=O)O,2.43,12.361006567253000,-0.9915509299867300,0.029757639723715800,0.7073599135154430,414.274,0.347096396136396,-0.477006883951594,1.3846153846153800,2.076923076923080,1.591385781625890,895.7194030063360,-2.28,923707.7297071340,3.6247731592512600,20.307204250644700,22.334224496190500,5.131558479839330,0.0,5.907179729351510,5.969305287951850,4.794537184071820,9.77851570501903,5.261891554738490,0.0,34.53866565839980,12.841643245852000,19.13135364097310,16.24211019909570,14.69560176298440,51.54670915554250,15.284745645900700,0.0,18.88348407500000,17.98942254267560,32.507113382494000,6.069221312792270,10.216698334856800,5.131558479839330,34.53866565839980,46.08232309501160,0.0,11.33111286753080,38.69572079739390,6.196843571613080,10.045266627482700,0.0,122.11,11.876485017303400,9.589074368143640,32.35211064002880,31.062714537516500,11.336785877934700,6.196843571613080,0.0,10.96913104364280,15.284745645900700,33.57029873004420,13.018749729005500,0.0,58.20347249321670,0.3333333333333330,3.0,8.0,1.0,1.0,0.0,2.0,2.0,6.0,11.0,4.0,3.0,2.74668,1.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1c(cc([nH]1)C(=O)NC2CCN(CC2)c3cc(cc(n3)Cl)C#N)Br,2.32,12.315493142619800,-0.0973173018059379,0.0973173018059379,0.7424582552843450,422.71400000000000,0.2674575460116550,-0.3563766427718860,1.44,2.16,1.5939490285724100,816.5491319300320,-2.04,516997.60500567500,4.1418404924704700,15.200676855804000,16.664900589576300,0.0,0.0,5.907179729351510,0.0,4.794537184071820,4.9839785209472100,5.261891554738490,0.0,11.600939890232500,53.894425548876800,29.298001151654000,11.63267280448930,4.794537184071820,39.2559262953684,15.284745645900700,0.0,25.807221274690600,17.98942254267560,44.77623801950400,6.069221312792270,10.216698334856800,5.817862777835030,27.530883788181900,35.00649041221900,0.0,18.254850067221400,34.58748791131780,22.671820721217200,5.153109816892790,0.0,84.81,0.0,4.794537184071820,11.949020558499500,22.22835208127330,36.097803568358000,0.0,18.19910120538480,6.923737199690620,42.183820587492800,16.862831444971,5.974861268605460,0.8961083214591510,49.087876611282900,0.35294117647058800,2.0,6.0,1.0,1.0,0.0,2.0,2.0,4.0,8.0,3.0,3.0,3.4045000000000000,0.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Cc1c(cc([nH]1)C(=O)NC2CCN(CC2)c3cc(cc(n3)Cl)C(=O)N4CCN(CC4)C)Br,2.26,12.976008480192100,-0.0988982125701654,0.0016653708978742200,0.6022277682913420,523.8630000000000,0.26745754601165500,-0.3563937191074030,1.125,1.8125,1.3664809955884600,976.8024115927830,-2.1,18132850.302730300,5.26899110295672,25.00049631750500,16.664900589576300,0.0,0.0,11.814359458703000,0.0,9.589074368143640,4.9839785209472100,0.0,0.0,11.600939890232500,60.94209753155400,61.040478267001300,0.0,9.589074368143640,45.1631060247199,25.084565107601700,0.0,25.807221274690600,51.21612014900310,44.77623801950400,0.0,10.216698334856800,5.817862777835030,27.530883788181900,83.94018720959900,0.0,6.923737199690620,39.38202509538960,22.671820721217200,5.153109816892790,0.0,84.57,0.0,9.589074368143640,17.85620028785100,35.31786489309840,49.18731638018320,0.0,12.13273413692320,17.89001399900270,48.06218098822820,11.600939890232500,6.27440619665899,0.8948379225331110,60.93031963808010,0.5,2.0,8.0,2.0,2.0,0.0,2.0,2.0,5.0,10.0,4.0,4.0,2.920420000000000,0.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Cc1c(c(c([nH]1)C(=O)Nc2ccc(cc2)c3cc(c(nc3)NCCOC(=O)C)C(=O)OC)Cl)Cl,2.2,12.509536543750600,-0.5648142939743000,0.13098307443794200,0.29953836267171200,505.3580000000000,0.3411485109348350,-0.4653187601818680,1.088235294117650,1.7941176470588200,1.7575533415144200,1224.8435894342000,-3.5600000000000000,32185949.215025200,5.862041582553010,25.09128163656000,23.682124228893400,0.0,0.0,5.907179729351510,11.938610575903700,9.589074368143640,9.77851570501903,0.0,0.0,35.33461391738830,30.686289896772400,30.06534653253270,23.69982057467280,23.85733745981560,52.55291913823880,9.967957041894420,0.0,13.847474399381200,30.89501311971570,63.5252530227977,11.126902983394000,10.633577208012700,11.50524905251860,23.20187978046500,48.07518325885270,14.268263091671900,6.923737199690620,33.46411904922820,36.52867891392110,10.045266627482700,11.126902983394000,122.41000000000000,17.845790305255200,14.383611552215500,29.43165117071230,27.785261852805400,5.563451491697000,14.033534740968200,43.45241611361180,0.0,20.60153424990710,32.67560568806510,12.135782676285900,0.0,75.58643954593640,0.21739130434782600,3.0,9.0,0.0,0.0,1.0,2.0,3.0,7.0,11.0,8.0,3.0,4.705820000000000,0.0,2.0,1.0,3.0,3.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2)c3cc(cc(c3)C(=O)OC)CC=C)Cl)Cl,2.19,12.560223322760800,-0.3600996828211970,0.03114221151423520,0.5006428324840030,450.3660000000000,0.33743032933562800,-0.4654164772990440,1.2666666666666700,1.9666666666666700,1.6669058064957000,962.77763162108,-2.4400000000000000,5186359.465867990,4.819464358236190,19.93753980960410,5.693927994848460,0.0,0.0,5.907179729351510,5.969305287951850,4.794537184071820,4.794537184071820,0.0,6.578935683598500,29.277899887298900,49.948754765550500,30.512667910505100,22.718515660457200,14.325937321943700,40.76575107245200,10.30076712495350,0.0,32.22804289761660,25.099220083953200,63.41408259639080,0.0,10.216698334856800,5.687386274683560,23.20187978046500,43.1016147205012,11.157684576726100,6.923737199690620,44.945476587086600,30.85405699581720,10.045266627482700,0.0,74.43,0.0,9.589074368143640,22.94095916019260,28.39476241806130,37.18199382405770,7.109797541277530,6.923737199690620,18.208754243757100,27.845979607864100,27.938742734265100,12.209442937633800,0.0,59.34611261792170,0.36363636363636400,2.0,6.0,1.0,1.0,1.0,1.0,2.0,4.0,8.0,6.0,3.0,4.543820000000010,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C2)c3cc(nc(n3)Cl)C(=O)NOC)Cl)Cl,2.11,12.482160056736200,-0.5363564083230870,0.06062677034899220,0.47909548692359,447.71000000000000,0.29316533502554800,-0.35431444253591200,1.25,2.0,1.6897187711172800,919.2699269988730,-2.0700000000000000,2042119.3579061200,4.326034389374200,15.200676855804000,17.205718767532000,0.0,5.283586320044260,11.814359458703000,0.0,14.426662951880300,15.448053640015600,0.0,0.0,23.20187978046500,24.94549871284920,30.89164870428320,17.155064168760200,14.426662951880300,52.435041907235600,25.74882076496920,0.0,19.386399651764600,25.099220083953200,38.4770040005339,0.0,15.69679493297800,5.817862777835030,34.802819670697500,53.00744620379530,4.8375885837366300,6.923737199690620,33.09167997561500,6.06636706846161,15.328852947526900,0.0,112.24,5.907179729351510,9.589074368143640,33.643096181982000,36.04475852117600,0.0,13.176164609739100,6.923737199690620,4.899909730850480,30.586409348705800,34.802819670697500,18.05242568141870,0.0,54.114240985247900,0.375,3.0,9.0,1.0,1.0,0.0,2.0,2.0,6.0,12.0,5.0,3.0,2.3732200000000000,0.0,3.0,1.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)c1cccc2c1sc(n2)N3CC[C@H]([C@H](C3)F)NC(=O)c4c(cc([nH]4)C)Cl,2.02,14.932162938305600,-1.2740055371449700,0.09424052028218680,0.5547112682399490,464.95000000000000,0.3391414582182010,-0.4623534963101720,1.4516129032258100,2.2580645161290300,1.465896573724860,1131.2254706898700,-2.65,12324224.033963600,4.379454509437240,19.937539809604100,11.865603390358800,5.131558479839330,0.0,5.907179729351510,5.969305287951850,4.794537184071820,14.16893075269390,0.0,0.0,29.004092836628900,38.46739722769210,12.238684400761000,39.99618463909710,18.716352369618500,50.16238989939530,15.284745645900700,0.0,32.48181224696550,24.59630450718860,46.23940906898170,0.0,10.216698334856800,9.521973527514150,22.937725768167300,53.75435306019410,4.736862953800050,6.923737199690620,39.88494067215420,24.26546827384640,5.022633313741330,10.216620634085400,87.32,24.090001241961600,13.979489415818500,18.845566365274000,34.1999220317325,10.393847911317600,11.336785877934700,32.046575604766100,10.966276799312100,15.284745645900700,16.337802844032600,7.397643381223590,14.932162938305600,54.78130479158190,0.38095238095238100,2.0,7.0,1.0,1.0,1.0,2.0,3.0,6.0,10.0,5.0,4.0,4.109720000000000,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CCOC(=O)c1c(nc(s1)N2CCCC(CC2)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)N[C@@H](C)COC,1.96,12.865250487591200,-0.5809840890528260,0.040868648366255000,0.3984505471916220,560.504,0.35038761001678600,-0.4617409577624190,1.2222222222222200,1.9722222222222200,1.7200938173120400,1105.078521587060,-2.3400000000000000,76382529.71060460,6.697683066236420,29.991191367410400,10.57107518854980,10.825486474687800,0.0,11.814359458703000,5.969305287951850,9.589074368143640,9.77851570501903,0.0,0.0,34.53866565839980,40.0336764678499,37.97692000624710,23.25903055650850,23.85733745981560,57.45388888489400,20.60153424990710,0.0,52.11735812614580,38.312984012979,32.00419780572930,0.0,15.533486938863100,5.131558479839330,34.53866565839980,73.24837772897370,9.473725907600100,6.923737199690620,69.45248199862140,0.0,10.045266627482700,0.0,125.65000000000000,11.876485017303400,14.383611552215500,45.88537984929990,41.9653361876932,24.178429123786800,0.0,27.881009140349400,4.899909730850480,20.60153424990710,32.67560568806510,13.416616649921900,0.0,74.97227223896700,0.5652173913043480,3.0,10.0,1.0,1.0,0.0,2.0,2.0,8.0,13.0,9.0,3.0,3.8167200000000000,0.0,2.0,1.0,3.0,3.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
c1ccc2c(c1)c(cc(n2)C(=O)O)N3CCC(CC3)NC(=O)c4c(c(c([nH]4)C#N)Cl)Cl,1.93,12.579167894328400,-1.0765017992233100,0.003991858953043440,0.5463113720658500,458.30500000000000,0.3540847573410280,-0.476508185576768,1.2258064516129000,1.935483870967740,1.4890447708506700,1225.7136343723700,-3.2800000000000000,11977937.035423800,4.021442398062140,20.307204250644700,17.457077302489200,5.693927994848460,0.0,5.907179729351510,5.969305287951850,4.794537184071820,9.77851570501903,5.261891554738490,0.0,41.40098098584990,24.97437738277520,30.20496413012150,15.561967345098900,14.69560176298440,51.668676004533000,15.284745645900700,0.0,18.88348407500000,17.98942254267560,57.458885954336100,6.069221312792270,10.216698334856800,5.687386274683560,23.20187978046500,46.08232309501160,0.0,11.33111286753080,39.51250159854100,30.33183534230810,10.045266627482700,10.902924932081100,122.11000000000000,11.876485017303400,14.69560176298440,33.168891441176000,31.44785677529340,11.073610489148400,0.0,12.13273413692320,24.268322518177100,20.184655376751200,28.463771335203500,12.018350107124900,0.0,68.7038721150973,0.23809523809523800,3.0,8.0,1.0,1.0,1.0,2.0,3.0,5.0,10.0,4.0,4.0,3.8383800000000000,1.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
